nucleus_id,x,y,area_px,equivalent_diameter_px,solidity,eccentricity
44,152.3875305623472,736.5672371638142,1636,45.64011278674415,0.970344009489917,0.350663203946266
45,1123.8274695534506,737.6224627875507,1478,43.380272556988054,0.9775132275132276,0.5555105562272817
46,65.01904761904763,735.5032967032967,1365,41.68899109553381,0.96671388101983,0.5181788227658518
47,1604.5227642276423,742.670731707317,1230,39.573787284315486,0.9746434231378764,0.28699425604156936
48,1720.7441314553992,762.7828638497652,1704,46.57896718722644,0.9810017271157168,0.6654967967486015
49,633.4803671596125,773.329423763386,1961,49.968217370901414,0.9785429141716567,0.601427209735769
50,978.5607569721116,796.8286852589641,1004,35.75377606511099,0.9719264278799613,0.2584836098485684
51,1159.3777637397347,881.3108022741629,1583,44.89474578740548,0.9765576804441702,0.6486129584873593
52,557.5917159763313,879.3550295857988,169,14.668929172241665,0.9548022598870056,0.6381379622340445
53,1535.3333333333333,914.6753086419753,810,32.11423409074988,0.7833655705996132,0.849810373337912
54,318.3018867924528,899.3018867924528,106,11.617374563210365,0.6883116883116883,0.9779247396661861
55,423.3218116805721,911.9046483909416,839,32.684063058818154,0.9721900347624566,0.10453841408973188
56,895.0436781609195,920.8477011494252,1740,47.068426868115985,0.9786276715410573,0.3702653844140122
57,1757.1068702290077,954.7879558948262,1179,38.7446696107059,0.9800498753117207,0.3767681928683002
58,515.0171557562077,974.344920993228,2215,53.10579621461659,0.9787892178524084,0.4418922071693425
59,1648.5806094182826,992.1036011080332,1805,47.93951791838304,0.974622030237581,0.5376520057654113
60,817.417445482866,994.1079958463137,963,35.01613458935697,0.9668674698795181,0.32643901311286516
61,1251.7786259541986,1013.9935408103347,1703,46.565297644103836,0.9781734635267088,0.30926372953963743
62,968.6381733021077,1019.8466042154566,854,32.97493853222215,0.657428791377983,0.8492793280244516
63,1359.3624288425046,1035.6954459203037,1054,36.63324282875953,0.9741219963031423,0.9062232083050997
